GENE_ID	GENE_NAME	GENE_DESCRIPTION	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000073755.5	5730409E04Rik	RIKEN cDNA 5730409E04Rik gene 	3005.223334	0.025136616	0.056457302	0.445232328	0.656151866	0.925747643
ENSMUSG00000038600.13	Atp6v0a4	ATPase, H+ transporting, lysosomal V0 subunit A4 	1.761686186	0.801831451	1.801045958	0.445203215	0.656172903	NA
ENSMUSG00000114397.2	Gm7621	predicted gene 7621 	0.714213818	-1.022018516	2.295985594	-0.445132808	0.65622378	NA
ENSMUSG00000083246.2	Gm11839	predicted gene 11839 	73.46700937	0.137353361	0.308603459	0.445080434	0.656261628	0.925775562
ENSMUSG00000037139.16	Myom3	myomesin family, member 3 	164.15514	-0.089799061	0.201804268	-0.44498098	0.656333499	0.925775562
ENSMUSG00000113511.2	Gm19046	predicted gene, 19046 	15.96126124	0.21337279	0.479521101	0.444970596	0.656341003	0.925775562
ENSMUSG00000029073.10	Cptp	ceramide-1-phosphate transfer protein 	535.9004287	-0.102043031	0.229421638	-0.444783813	0.656475993	0.925785143
ENSMUSG00000079698.8	Vmn2r93	vomeronasal 2, receptor 93 	27.22169727	-0.146495412	0.329376607	-0.444765684	0.656489096	0.925785143
ENSMUSG00000094257.3	Ap3s1-ps2	adaptor-related protein complex 3, sigma 1 subunit, pseudogene 2 	15.60732006	-1.245265077	2.800067084	-0.444726872	0.656517147	0.925785143
ENSMUSG00000084265.2	Gm14541	predicted gene 14541 	0.785121789	1.01244803	2.276747764	0.444690469	0.656543458	NA
ENSMUSG00000059371.5	Olfr427	olfactory receptor 427 	0.515694689	-1.304428322	2.93464099	-0.444493322	0.656685956	NA
ENSMUSG00000031200.17	Mtcp1	mature T cell proliferation 1 	286.1570418	-0.070243223	0.158030696	-0.444491007	0.656687629	0.925945931
ENSMUSG00000061469.4	Msantd5	Myb/SANT DNA binding domain containing 5 	2.54335259	-0.49317372	1.109720501	-0.444412552	0.65674434	NA
ENSMUSG00000009734.19	Pou6f2	POU domain, class 6, transcription factor 2 	74.43268245	0.098942463	0.222640526	0.44440455	0.656750124	0.925954439
ENSMUSG00000038768.9	9130409I23Rik	RIKEN cDNA 9130409I23 gene 	2.602542146	0.447029823	1.00598119	0.44437195	0.65677369	NA
ENSMUSG00000019813.17	Cep57l1	centrosomal protein 57-like 1 	255.9045418	-0.049872812	0.112264278	-0.444244717	0.656865666	0.926006707
ENSMUSG00000025196.5	Cpn1	carboxypeptidase N, polypeptide 1 	36.19133326	-0.151571608	0.341226057	-0.444197052	0.656900124	0.926006707
ENSMUSG00000089764.3	Gm16580	predicted gene 16580 	0.514261509	-1.304436115	2.936759711	-0.444175296	0.656915851	NA
ENSMUSG00000117060.2	Gm7253	predicted gene 7253 	0.514261509	-1.304436115	2.936759711	-0.444175296	0.656915851	NA
ENSMUSG00000038541.9	Srd5a2	steroid 5 alpha-reductase 2 	0.750468389	1.011878012	2.278672606	0.444064676	0.656995825	NA
ENSMUSG00000082164.2	Gm13360	predicted gene 13360 	0.750468389	1.011878012	2.278672606	0.444064676	0.656995825	NA
ENSMUSG00000020928.15	Higd1b	HIG1 domain family, member 1B 	99.40765986	0.070496946	0.158799778	0.443936047	0.657088822	0.926057677
ENSMUSG00000045658.17	Pid1	phosphotyrosine interaction domain containing 1 	879.743308	0.0523529	0.117959872	0.443819568	0.65717304	0.926057677
ENSMUSG00000109813.3	Olfr1279	olfactory receptor 1279 	2.748236178	-0.516419428	1.163757931	-0.443751587	0.657222194	NA
ENSMUSG00000021189.12	Atxn3	ataxin 3 	1272.439251	0.065183189	0.146901272	0.443721064	0.657244264	0.926057677
ENSMUSG00000104517.2	Gm18407	predicted gene, 18407 	1.025618128	0.746689698	1.682903712	0.443691278	0.657265803	NA
ENSMUSG00000030713.7	Klk7	kallikrein related-peptidase 7 (chymotryptic, stratum corneum) 	0.504980969	-1.309515735	2.951789708	-0.443634495	0.657306862	NA
ENSMUSG00000021371.6	Mcur1	mitochondrial calcium uniporter regulator 1 	787.5220001	-0.057060907	0.128633199	-0.443593936	0.657336191	0.926057677
ENSMUSG00000036764.13	Dnajc12	DnaJ heat shock protein family (Hsp40) member C12 	405.5071035	-0.074431338	0.167804734	-0.443559226	0.65736129	0.926057677
ENSMUSG00000043501.6	Lgals2	lectin, galactose-binding, soluble 2 	4.183567454	-0.341359993	0.769715218	-0.443488689	0.657412299	NA
ENSMUSG00000006344.18	Ggt5	gamma-glutamyltransferase 5 	134.3321743	0.09056983	0.204230235	0.443469254	0.657426354	0.926057677
ENSMUSG00000029337.3	Fgf5	fibroblast growth factor 5 	12.39564639	0.239376936	0.539895821	0.443376161	0.657493676	0.926057677
ENSMUSG00000043421.9	Hilpda	hypoxia inducible lipid droplet associated 	130.4298159	-0.07195295	0.162293972	-0.443349492	0.657512963	0.926057677
ENSMUSG00000061207.12	Stk19	serine/threonine kinase 19 	1135.345556	0.033981143	0.076651069	0.443322491	0.65753249	0.926057677
ENSMUSG00000036304.15	Zdhhc23	zinc finger, DHHC domain containing 23 	1463.920859	0.049958832	0.112695068	0.443309833	0.657541645	0.926057677
ENSMUSG00000019868.17	Vta1	vesicle (multivesicular body) trafficking 1 	1473.95149	0.091328363	0.206024883	0.443288023	0.657557418	0.926057677
ENSMUSG00000105360.2	Gm7824	predicted gene 7824 	0.514897218	-1.300708302	2.935039087	-0.443165581	0.657645973	NA
ENSMUSG00000111973.2	Gm48827	predicted gene, 48827 	0.514897218	-1.300708302	2.935039087	-0.443165581	0.657645973	NA
ENSMUSG00000082190.2	Gm13641	predicted gene 13641 	0.514897218	-1.300708302	2.935039087	-0.443165581	0.657645973	NA
ENSMUSG00000067949.6	Vmn1r-ps144	vomeronasal 1 receptor, pseudogene 144 	159.6987431	-0.094886498	0.214141297	-0.443102286	0.657691752	0.926146246
ENSMUSG00000018845.15	Unc45b	unc-45 myosin chaperone B 	85.7107583	0.102135252	0.230530245	0.443044909	0.657733251	0.926146246
ENSMUSG00000100236.2	Gm3841	predicted gene 3841 	0.513464038	-1.300716814	2.937162699	-0.442848064	0.657875636	NA
ENSMUSG00000024972.17	Lgals12	lectin, galactose binding, soluble 12 	27.12958618	0.160586012	0.362690085	0.442763723	0.657936645	0.926306535
ENSMUSG00000094520.5	Olfr635	olfactory receptor 635 	565.3016843	-0.056134921	0.126792283	-0.442731369	0.65796005	0.926306535
ENSMUSG00000061489.4	Olfr525	olfactory receptor 525 	20.97792548	-0.162021574	0.366186607	-0.442456307	0.658159041	0.926327343
ENSMUSG00000069855.10	Slc47a2	solute carrier family 47, member 2 	7.601703219	0.301779786	0.682219227	0.442350163	0.658235837	NA
ENSMUSG00000069475.2	Gm6020	predicted gene 6020 	1.039700276	0.728617071	1.647655099	0.442214558	0.658333953	NA
ENSMUSG00000081999.4	Gm13461	predicted gene 13461 	611.4036102	0.056941735	0.128775716	0.442177585	0.658360705	0.926327343
ENSMUSG00000029207.17	Apbb2	amyloid beta (A4) precursor protein-binding, family B, member 2 	2028.082604	-0.023321749	0.052748913	-0.442127564	0.658396899	0.926327343
ENSMUSG00000053375.9	Atp6v1e2	ATPase, H+ transporting, lysosomal V1 subunit E2 	0.517914531	1.295523541	2.930667596	0.442057483	0.65844761	NA
ENSMUSG00000046280.10	She	src homology 2 domain-containing transforming protein E 	250.7518791	0.059412582	0.134400457	0.4420564	0.658448393	0.926327343
ENSMUSG00000031990.16	Jam3	junction adhesion molecule 3 	1746.736679	0.037832825	0.085584126	0.442054234	0.658449961	0.926327343
ENSMUSG00000053746.9	Ptrh1	peptidyl-tRNA hydrolase 1 homolog 	72.70108723	0.106098412	0.240018508	0.442042628	0.658458359	0.926327343
ENSMUSG00000054453.12	Sytl5	synaptotagmin-like 5 	497.8216079	-0.045576945	0.103116119	-0.441996322	0.658491867	0.926327343
ENSMUSG00000030170.15	Wnt5b	wingless-type MMTV integration site family, member 5B 	41.09825363	0.126043985	0.285174052	0.441989671	0.65849668	0.926327343
ENSMUSG00000036955.17	Kifbp	kinesin family binding protein 	4663.988054	-0.019573738	0.044288514	-0.441959696	0.658518371	0.926327343
ENSMUSG00000020137.6	Thap2	THAP domain containing, apoptosis associated protein 2 	902.5279074	0.038704393	0.087580317	0.441930272	0.658539664	0.926327343
ENSMUSG00000050229.4	Pigm	phosphatidylinositol glycan anchor biosynthesis, class M 	665.9531313	0.036160695	0.081842228	0.441834192	0.658609194	0.926342956
ENSMUSG00000081792.5	Anp32b-ps1	Bacidic (leucine-rich) nuclear phosphoprotein 32 family, member B, pseudogene 1 	0.503472865	-1.304495142	2.952972681	-0.44175659	0.658665354	NA
ENSMUSG00000082725.2	Gm12451	predicted gene 12451 	62.01934093	0.166195116	0.376254183	0.441709684	0.658699301	0.926342956
ENSMUSG00000028991.16	Mtor	mechanistic target of rapamycin kinase 	4994.877221	-0.040111024	0.09081451	-0.441680784	0.658720217	0.926342956
ENSMUSG00000111620.2	Gm31848	predicted gene, 31848 	7.48706199	-0.256093784	0.57983669	-0.441665366	0.658731375	NA
ENSMUSG00000079344.12	Lipo4	lipase, member O4 	1.07480941	1.128701377	2.556413785	0.441517482	0.658838408	NA
ENSMUSG00000028141.13	Oaz3	ornithine decarboxylase antizyme 3 	14.83822153	0.224381075	0.508386999	0.441358799	0.658953265	0.926591232
ENSMUSG00000040653.7	Ppp1r14c	protein phosphatase 1, regulatory inhibitor subunit 14C 	266.4236493	0.077090299	0.174720527	0.441220618	0.659053288	0.926652428
ENSMUSG00000036376.4	Abt1	activator of basal transcription 1 	466.7508219	-0.04011414	0.090935528	-0.441127263	0.659120867	0.926668
ENSMUSG00000031286.7	Glt28d2	glycosyltransferase 28 domain containing 2 	5.157685699	-0.321146976	0.728187368	-0.441022449	0.659196745	NA
ENSMUSG00000071192.7	Wfikkn1	WAP, FS, Ig, KU, and NTR-containing protein 1 	28.3162883	-0.154686572	0.350755436	-0.441009764	0.659205928	0.926685092
ENSMUSG00000020122.17	Egfr	epidermal growth factor receptor 	843.4865671	0.054583119	0.123793941	0.440919152	0.659271528	0.926685092
ENSMUSG00000023336.7	Wfdc1	WAP four-disulfide core domain 1 	219.4534653	0.072851953	0.165243516	0.440876317	0.65930254	0.926685092
ENSMUSG00000028857.17	Tmem222	transmembrane protein 222 	2039.43313	-0.021874151	0.049635974	-0.440691491	0.659436358	0.926729943
ENSMUSG00000013707.4	Tnfaip8l2	tumor necrosis factor, alpha-induced protein 8-like 2 	57.95819843	0.093949824	0.21319471	0.44067615	0.659447465	0.926729943
ENSMUSG00000078521.3	Aunip	aurora kinase A and ninein interacting protein 	6.400991532	-0.270902553	0.614768776	-0.440657632	0.659460873	NA
ENSMUSG00000060404.4	Olfr1369-ps1	olfactory receptor 1369, pseudogene 1 	5.641913063	-0.365619895	0.829780659	-0.44062234	0.659486427	NA
ENSMUSG00000063556.6	Gm10132	predicted gene 10132 	0.862905061	-1.173616724	2.663565498	-0.440618684	0.659489074	NA
ENSMUSG00000030109.16	Slc6a12	solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12 	12.8792026	0.306430839	0.695499952	0.440590741	0.659509307	0.926737438
ENSMUSG00000040694.5	Apobec2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 2 	3.396502358	0.384518003	0.872782814	0.440565507	0.659527578	NA
ENSMUSG00000054156.9	Gm4894	predicted gene 4894 	5.269541688	0.310915901	0.706121303	0.440315141	0.659708876	NA
ENSMUSG00000024621.17	Csf1r	colony stimulating factor 1 receptor 	5292.203397	0.03560207	0.080869665	0.44024011	0.659763212	0.926761857
ENSMUSG00000022855.10	Senp2	SUMO/sentrin specific peptidase 2 	4745.133796	0.022886259	0.05198791	0.44022271	0.659775813	0.926761857
ENSMUSG00000042854.10	Trp53rkb	transformation related protein 53 regulating kinase B 	124.5513857	0.112437286	0.255446907	0.44015912	0.659821866	0.926761857
ENSMUSG00000020328.11	Nudcd2	NudC domain containing 2 	457.4557566	0.064263076	0.146010542	0.440126276	0.659845652	0.926761857
ENSMUSG00000049672.16	Zbtb14	zinc finger and BTB domain containing 14 	1199.600777	-0.02771899	0.063012113	-0.43989939	0.660009978	0.926761857
ENSMUSG00000112233.2	Gm48698	predicted gene, 48698 	0.762980117	-1.003254186	2.280837205	-0.43986225	0.660036878	NA
ENSMUSG00000035048.14	Anapc13	anaphase promoting complex subunit 13 	582.919726	0.034440543	0.078310062	0.439797165	0.660084021	0.926761857
ENSMUSG00000058006.13	Mdn1	midasin AAA ATPase 1 	4723.400177	0.066778229	0.151853139	0.43975534	0.660114316	0.926761857
ENSMUSG00000031389.18	Arhgap4	Rho GTPase activating protein 4 	267.6653888	0.077635359	0.176567564	0.439692077	0.660160142	0.926761857
ENSMUSG00000059878.13	Zfp422	zinc finger protein 422 	762.4343846	-0.029460544	0.067002714	-0.439691793	0.660160347	0.926761857
ENSMUSG00000039977.17	Deup1	deuterosome assembly protein 1 	24.7403484	0.203591284	0.463058093	0.439666829	0.66017843	0.926761857
ENSMUSG00000026097.10	Ormdl1	ORM1-like 1 (S. cerevisiae) 	292.6621353	-0.05535361	0.125914652	-0.439612148	0.660218041	0.926761857
ENSMUSG00000038628.9	Polr3k	polymerase (RNA) III (DNA directed) polypeptide K 	1129.889126	0.039824202	0.090606933	0.439527098	0.660279651	0.926761857
ENSMUSG00000081194.2	Gm8424	predicted gene 8424 	0.988104852	0.802546249	1.827532936	0.43914188	0.660558735	NA
ENSMUSG00000052014.7	A330070K13Rik	RIKEN cDNA A330070K13 gene 	4.237492264	0.343631645	0.782602075	0.439088594	0.660597343	NA
ENSMUSG00000003420.9	Fcgrt	Fc fragment of IgG receptor and transporter 	504.4629498	-0.03877847	0.088324136	-0.43904726	0.660627293	0.926761857
ENSMUSG00000051413.18	Plagl2	pleiomorphic adenoma gene-like 2 	565.8055944	-0.048368919	0.110186677	-0.438972482	0.660681476	0.926761857
ENSMUSG00000037465.11	Klf10	Kruppel-like factor 10 	735.0436949	-0.075887348	0.172889608	-0.438935275	0.660708436	0.926761857
ENSMUSG00000048039.9	Isg20l2	interferon stimulated exonuclease gene 20-like 2 	588.9041988	-0.036854157	0.083968234	-0.438905946	0.660729688	0.926761857
ENSMUSG00000055489.9	Ano5	anoctamin 5 	42.75097758	0.225861836	0.514682975	0.438836812	0.660779785	0.926761857
ENSMUSG00000042523.13	Dnal1	dynein, axonemal, light chain 1 	4677.457283	0.019148079	0.043635063	0.438823217	0.660789636	0.926761857
ENSMUSG00000031253.16	Srpx2	sushi-repeat-containing protein, X-linked 2 	19.61107081	0.168028659	0.382928497	0.438799047	0.660807151	0.926761857
ENSMUSG00000093543.2	Gm8473	predicted gene 8473 	0.510840847	-1.289182756	2.938425082	-0.438732559	0.660855332	NA
ENSMUSG00000115299.2	Gm49168	predicted gene, 49168 	0.707851872	-1.007534848	2.296790826	-0.438670704	0.660900158	NA
ENSMUSG00000054304.4	D130007C19Rik	RIKEN cDNA D130007C19 gene 	80.46161857	-0.081708231	0.186268914	-0.438657367	0.660909823	0.926761857
ENSMUSG00000041360.9	Pum3	pumilio RNA-binding family member 3 	1227.806356	0.036661222	0.083583327	0.438618846	0.660937739	0.926761857
ENSMUSG00000015027.12	Galns	galactosamine (N-acetyl)-6-sulfate sulfatase 	167.5529869	0.122070623	0.278312016	0.438610683	0.660943655	0.926761857
ENSMUSG00000081111.4	Gm5913	predicted gene 5913 	12.47006556	-0.381082422	0.868911176	-0.438574658	0.660969763	0.926761857
ENSMUSG00000031596.16	Slc7a2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 	1887.849566	0.046087441	0.105095404	0.438529557	0.661002449	0.926761857
ENSMUSG00000002741.10	Ykt6	YKT6 v-SNARE homolog (S. cerevisiae) 	2754.516885	-0.019472736	0.044409165	-0.438484629	0.661035011	0.926761857
ENSMUSG00000053914.10	Kdm4d	lysine (K)-specific demethylase 4D 	55.81618966	0.107655207	0.245521902	0.438474963	0.661042015	0.926761857
ENSMUSG00000100078.2	Gm6170	predicted gene 6170 	5.678583008	-0.437907992	0.998718539	-0.438469875	0.661045704	NA
ENSMUSG00000082613.2	Gm12518	predicted gene 12518 	0.509407667	-1.289185638	2.940571715	-0.438413262	0.661086734	NA
ENSMUSG00000053211.11	Zfy1	zinc finger protein 1, Y-linked 	0.509407667	-1.289185638	2.940571715	-0.438413262	0.661086734	NA
ENSMUSG00000052298.13	Cdc42se2	CDC42 small effector 2 	5197.602681	-0.023126935	0.05275497	-0.438384005	0.66110794	0.926761857
ENSMUSG00000028959.15	Fastk	Fas-activated serine/threonine kinase 	3218.897612	0.03927947	0.089607235	0.438351546	0.661131465	0.926761857
ENSMUSG00000068267.6	Cenpb	centromere protein B 	5210.500141	0.034735349	0.079249333	0.438304628	0.661165471	0.926761857
ENSMUSG00000011632.8	Pinlyp	phospholipase A2 inhibitor and LY6/PLAUR domain containing 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000021506.8	Pitx1	paired-like homeodomain transcription factor 1 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000028386.2	Slc46a2	solute carrier family 46, member 2 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000029280.14	Smr3a	submaxillary gland androgen regulated protein 3A 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000031919.7	Tmed6	transmembrane p24 trafficking protein 6 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000043357.6	Olfr187	olfactory receptor 187 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000045551.8	Fpr1	formyl peptide receptor 1 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000049168.10	Olfr449	olfactory receptor 449 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000049460.8	Gm8396	predicted gene 8396 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000058622.2	Gm5265	predicted pseudogene 5265 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000059179.7	Gm8991	predicted pseudogene 8991 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000063911.5	Tdgf1-ps2	teratocarcinoma-derived growth factor, pseudogene 2 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000064232.3	Gm5414	predicted gene 5414 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000066141.3	Gm11232	predicted gene 11232 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000067996.6	Bpifb9b	BPI fold containing family B, member 9B 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000068809.5	Olfr1188	olfactory receptor 1188 	0.269670294	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000069280.3	Vmn1r223	vomeronasal 1 receptor 223 	0.269670294	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000069310.5	H3c3	H3 clustered histone 3 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000070841.6	Vmn2r34	vomeronasal 2, receptor 34 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000072721.9	Klra14-ps	killer cell lectin-like receptor subfamily A, member 14, pseudogene 	0.269670294	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000075068.4	Olfr140	olfactory receptor 140 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000075402.2	Krt76	keratin 76 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000080710.2	Gm8107	predicted gene 8107 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000080718.2	Gm8019	predicted gene 8019 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000080782.2	Gm13495	predicted gene 13495 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000081222.2	Gm15173	predicted gene 15173 	0.269670294	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000081590.2	Gm14413	predicted gene 14413 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000082005.2	Gm7189	predicted pseudogene 7189 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000082284.2	H3f3a-ps1	H3.3 histone A, pseudogene 1 	0.269670294	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000082418.2	Gm13126	predicted gene 13126 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000082703.2	Gm11907	predicted gene 11907 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000083232.2	Gm11796	predicted gene 11796 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000083395.2	Gm11203	predicted gene 11203 	0.271103474	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000083474.2	Gm15267	predicted gene 15267 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000083580.2	Rpsa-ps3	ribosomal protein SA, pseudogene 3 	0.272536654	1.54505298	3.525239008	0.438283185	0.661181014	NA
ENSMUSG00000083772.2	Gm15566	predicted gene 15566 	0.269670294	1.54505298	3.525239008	0.438283185	0.661181014	NA
