GENE_ID	GENE_NAME	GENE_DESCRIPTION	EXPR WT O T3	baseMean	log2FoldChange	lfcSE	stat	FC	pvalue	padj
ENSMUSG00000042641	Rgsl1	regulator of G-protein signaling like 1 	2	62.64	0.42	0.38	1.12	1.34	0.26281	0.74408
ENSMUSG00000028017	Egf	epidermal growth factor 	2	140.27	-0.23	0.21	-1.12	0.85	0.26297	0.74408
ENSMUSG00000042275	Pelo	pelota mRNA surveillance and ribosome rescue factor 	2	296.74	0.15	0.13	1.12	1.11	0.26289	0.74408
ENSMUSG00000019261	Map1s	microtubule-associated protein 1S 	2	2046.43	0.09	0.08	1.12	1.06	0.26272	0.74408
ENSMUSG00000038602	Slc35f1	solute carrier family 35, member F1 	2	3805.04	-0.08	0.07	-1.12	0.95	0.26283	0.74408
ENSMUSG00000022995	Enah	ENAH actin regulator 	2	5427.05	0.11	0.1	1.12	1.08	0.26292	0.74408
ENSMUSG00000116635	Gm49699	predicted gene, 49699 	2	43.11	0.29	0.26	1.12	1.22	0.26369	0.74415
ENSMUSG00000046794	Ppp1r3b	protein phosphatase 1, regulatory subunit 3B 	2	50.26	-0.36	0.32	-1.12	0.78	0.26322	0.74415
ENSMUSG00000032369	Plscr1	phospholipid scramblase 1 	2	59.68	-0.27	0.24	-1.12	0.83	0.26374	0.74415
ENSMUSG00000029075	Tnfrsf4	tumor necrosis factor receptor superfamily, member 4 	2	75.35	-0.25	0.22	-1.12	0.84	0.26346	0.74415
ENSMUSG00000023885	Thbs2	thrombospondin 2 	2	102.43	0.29	0.26	1.12	1.22	0.26342	0.74415
ENSMUSG00000030717	Nupr1	nuclear protein transcription regulator 1 	2	187	-0.3	0.26	-1.12	0.81	0.26323	0.74415
ENSMUSG00000030446	Zfp273	zinc finger protein 273 	2	236.01	-0.14	0.12	-1.12	0.91	0.26338	0.74415
ENSMUSG00000035834	Polr3g	polymerase (RNA) III (DNA directed) polypeptide G 	2	245	-0.21	0.19	-1.12	0.86	0.26363	0.74415
ENSMUSG00000034800	Zfp661	zinc finger protein 661 	2	348.08	0.12	0.11	1.12	1.09	0.26337	0.74415
ENSMUSG00000021007	Spata7	spermatogenesis associated 7 	2	626.07	-0.16	0.15	-1.12	0.89	0.26343	0.74415
ENSMUSG00000016128	Stard13	StAR-related lipid transfer (START) domain containing 13 	2	582.84	-0.53	0.48	-1.12	0.69	0.26393	0.74415
ENSMUSG00000078786	BC024978	cDNA sequence BC024978 	2	721.07	-0.11	0.09	-1.12	0.93	0.26376	0.74415
ENSMUSG00000034518	Hmgxb4	HMG box domain containing 4 	2	737.21	-0.24	0.21	-1.12	0.85	0.26333	0.74415
ENSMUSG00000059991	Nptx2	neuronal pentraxin 2 	2	995.46	0.24	0.22	1.12	1.18	0.26381	0.74415
ENSMUSG00000064068	Mtx1	metaxin 1 	2	898.49	-0.09	0.08	-1.12	0.94	0.26362	0.74415
ENSMUSG00000042369	Rbm45	RNA binding motif protein 45 	2	961.54	0.07	0.07	1.12	1.05	0.26398	0.74415
ENSMUSG00000025427	Rnf165	ring finger protein 165 	2	2296.8	-0.16	0.15	-1.12	0.89	0.26399	0.74415
ENSMUSG00000011832	Evi5l	ecotropic viral integration site 5 like 	2	4432.95	-0.05	0.05	-1.12	0.96	0.26313	0.74415
ENSMUSG00000040721	Zfhx2	zinc finger homeobox 2 	2	4983.74	0.14	0.12	1.12	1.1	0.26383	0.74415
ENSMUSG00000021684	Pde8b	phosphodiesterase 8B 	2	4781.57	-0.09	0.08	-1.12	0.94	0.26392	0.74415
ENSMUSG00000086580	Gm15280	predicted gene 15280 	2	146.28	-0.16	0.14	-1.12	0.89	0.26428	0.74427
ENSMUSG00000031627	Irf2	interferon regulatory factor 2 	2	564.58	0.13	0.12	1.12	1.09	0.2642	0.74427
ENSMUSG00000063145	Bbs5	Bardet-Biedl syndrome 5 (human) 	2	618.28	-0.1	0.09	-1.12	0.93	0.26411	0.74427
ENSMUSG00000078866	Zfp970	zinc finger protein 970 	2	675.55	-0.15	0.13	-1.12	0.9	0.26435	0.74427
ENSMUSG00000028223	Decr1	2,4-dienoyl CoA reductase 1, mitochondrial 	2	801.71	-0.09	0.08	-1.12	0.94	0.26435	0.74427
ENSMUSG00000038274	Fau	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived) 	2	4280.17	-0.06	0.05	-1.12	0.96	0.26414	0.74427
ENSMUSG00000070417	Olfr2	olfactory receptor 2 	2	45.74	0.4	0.36	1.12	1.32	0.26466	0.74439
ENSMUSG00000043648	Pld6	phospholipase D family, member 6 	2	71.74	-0.37	0.33	-1.12	0.78	0.26464	0.74439
ENSMUSG00000039168	Dap	death-associated protein 	2	218.8	-0.21	0.19	-1.12	0.86	0.26473	0.74439
ENSMUSG00000041203	Trir	telomerase RNA component interacting RNase 	2	973.17	0.1	0.09	1.12	1.07	0.26472	0.74439
ENSMUSG00000022112	Gpc5	glypican 5 	2	1372.74	0.11	0.1	1.12	1.08	0.26466	0.74439
ENSMUSG00000008575	Nfib	nuclear factor I/B 	2	1751.68	-0.23	0.2	-1.12	0.85	0.26476	0.74439
ENSMUSG00000046330	Rpl37a	ribosomal protein L37a 	2	3822.08	-0.07	0.06	-1.12	0.95	0.26463	0.74439
ENSMUSG00000109695	Gm31166	predicted gene, 31166 	2	118.79	-0.3	0.27	-1.11	0.81	0.26486	0.74455
ENSMUSG00000115791	Vmn1r217	vomeronasal 1 receptor 217 	2	31.04	-0.34	0.31	-1.11	0.79	0.26497	0.74469
ENSMUSG00000114172	Gm36298	predicted gene, 36298 	2	116.16	-0.25	0.23	-1.11	0.84	0.26536	0.74469
ENSMUSG00000019487	Trip10	thyroid hormone receptor interactor 10 	2	144.77	0.32	0.29	1.11	1.25	0.26517	0.74469
ENSMUSG00000051113	Fam71e1	family with sequence similarity 71, member E1 	2	128.73	-0.23	0.21	-1.11	0.85	0.26521	0.74469
ENSMUSG00000022335	Zfat	zinc finger and AT hook domain containing 	2	330.83	-0.13	0.11	-1.11	0.92	0.26531	0.74469
ENSMUSG00000058486	Wdr91	WD repeat domain 91 	2	958.2	0.13	0.12	1.11	1.1	0.26532	0.74469
ENSMUSG00000019883	Echdc1	enoyl Coenzyme A hydratase domain containing 1 	2	952.6	0.1	0.09	1.11	1.07	0.26526	0.74469
ENSMUSG00000069094	Pde7a	phosphodiesterase 7A 	2	1251.87	0.15	0.13	1.11	1.11	0.26509	0.74469
ENSMUSG00000042605	Atxn2	ataxin 2 	2	3713.17	0.35	0.32	1.11	1.28	0.26514	0.74469
ENSMUSG00000008690	Ncaph2	non-SMC condensin II complex, subunit H2 	2	3460.63	-0.09	0.08	-1.11	0.94	0.26508	0.74469
ENSMUSG00000029580	Actb	actin, beta 	2	44379.23	0.12	0.11	1.11	1.09	0.26543	0.74475
ENSMUSG00000050394	Armcx6	armadillo repeat containing, X-linked 6 	2	278.25	0.22	0.2	1.11	1.17	0.2658	0.74517
ENSMUSG00000038806	Sde2	SDE2 telomere maintenance homolog (S. pombe) 	2	877.82	-0.11	0.1	-1.11	0.93	0.26568	0.74517
ENSMUSG00000060992	Copz1	coatomer protein complex, subunit zeta 1 	2	3228.22	0.05	0.05	1.11	1.04	0.26575	0.74517
ENSMUSG00000057841	Rpl32	ribosomal protein L32 	2	3642.3	-0.07	0.06	-1.11	0.95	0.26576	0.74517
ENSMUSG00000012609	Ttll5	tubulin tyrosine ligase-like family, member 5 	2	1105.4	0.11	0.1	1.11	1.08	0.26591	0.74532
ENSMUSG00000034686	Prr7	proline rich 7 (synaptic) 	2	563.81	0.2	0.18	1.11	1.15	0.26605	0.74559
ENSMUSG00000021094	Dhrs7	dehydrogenase/reductase (SDR family) member 7 	2	1079.11	-0.09	0.08	-1.11	0.94	0.2661	0.74561
ENSMUSG00000023968	Crip3	cysteine-rich protein 3 	2	78.94	0.26	0.23	1.11	1.19	0.26619	0.74562
ENSMUSG00000041559	Fmod	fibromodulin 	2	150.22	-0.24	0.22	-1.11	0.85	0.26626	0.74562
ENSMUSG00000030315	Vgll4	vestigial like family member 4 	2	858.54	-0.08	0.07	-1.11	0.94	0.26629	0.74562
ENSMUSG00000023007	Prpf40b	pre-mRNA processing factor 40B 	2	2597.63	0.1	0.09	1.11	1.07	0.26627	0.74562
ENSMUSG00000058447	Gm26920	predicted gene, 26920 	2	71.4	0.67	0.6	1.11	1.59	0.26633	0.74562
ENSMUSG00000008845	Cd163	CD163 antigen 	2	65.38	0.23	0.21	1.11	1.18	0.26638	0.74563
ENSMUSG00000024598	Fbn2	fibrillin 2 	2	190.33	0.31	0.28	1.11	1.24	0.26654	0.74573
ENSMUSG00000046157	Tmem229b	transmembrane protein 229B 	2	1259.63	0.09	0.08	1.11	1.06	0.26655	0.74573
ENSMUSG00000038205	Prkab2	protein kinase, AMP-activated, beta 2 non-catalytic subunit 	2	2490.49	-0.07	0.06	-1.11	0.95	0.26655	0.74573
ENSMUSG00000090084	Srpx	sushi-repeat-containing protein 	2	41.31	-0.33	0.3	-1.11	0.8	0.26666	0.74589
ENSMUSG00000028528	Dnajc6	DnaJ heat shock protein family (Hsp40) member C6 	2	7638.6	0.08	0.07	1.11	1.06	0.26673	0.74597
ENSMUSG00000068431	Olfr742	olfactory receptor 742 	2	86.14	0.19	0.17	1.11	1.14	0.26697	0.74601
ENSMUSG00000078789	Dph1	diphthamide biosynthesis 1 	2	799.91	-0.13	0.11	-1.11	0.92	0.26697	0.74601
ENSMUSG00000038002	Cramp1l	cramped chromatin regulator homolog 1 	2	1755.06	0.08	0.08	1.11	1.06	0.26694	0.74601
ENSMUSG00000000823	Zfp512b	zinc finger protein 512B 	2	4627.89	-0.07	0.07	-1.11	0.95	0.26691	0.74601
ENSMUSG00000067736	Gm10222	predicted gene 10222 	2	38858.02	-0.07	0.06	-1.11	0.95	0.26679	0.74601
ENSMUSG00000004359	Spic	Spi-C transcription factor (Spi-1/PU.1 related) 	2	47.39	0.29	0.26	1.11	1.22	0.2671	0.74624
ENSMUSG00000026771	Spopl	speckle-type BTB/POZ protein-like 	2	660.37	-0.11	0.09	-1.11	0.93	0.2672	0.74627
ENSMUSG00000047085	Lrrc4b	leucine rich repeat containing 4B 	2	4369.95	0.09	0.08	1.11	1.06	0.26718	0.74627
ENSMUSG00000110040	Gm49369	predicted gene, 49369 	2	143	0.32	0.29	1.11	1.25	0.26737	0.74649
ENSMUSG00000002812	Flii	flightless I actin binding protein 	2	2274.69	0.09	0.08	1.11	1.07	0.26734	0.74649
ENSMUSG00000024191	Bnip1	BCL2/adenovirus E1B interacting protein 1 	2	776.91	-0.1	0.09	-1.11	0.93	0.26749	0.7467
ENSMUSG00000104148	Pcdha2	protocadherin alpha 2 	2	167.3	0.21	0.19	1.11	1.16	0.26764	0.74681
ENSMUSG00000064326	Siva1	SIVA1, apoptosis-inducing factor 	2	241.83	0.14	0.13	1.11	1.1	0.26769	0.74681
ENSMUSG00000038605	Samd10	sterile alpha motif domain containing 10 	2	546.01	0.14	0.13	1.11	1.11	0.26759	0.74681
ENSMUSG00000053297	AI854703	expressed sequence AI854703 	2	888.71	0.17	0.15	1.11	1.12	0.26772	0.74681
ENSMUSG00000026577	Blzf1	basic leucine zipper nuclear factor 1 	2	847.06	-0.09	0.08	-1.11	0.94	0.26781	0.74681
ENSMUSG00000058709	Egln2	egl-9 family hypoxia-inducible factor 2 	2	2260.24	0.08	0.08	1.11	1.06	0.26785	0.74681
ENSMUSG00000020476	Dbnl	drebrin-like 	2	2343.06	0.05	0.05	1.11	1.04	0.26781	0.74681
ENSMUSG00000074698	Csnk2a1	casein kinase 2, alpha 1 polypeptide 	2	5421.61	0.1	0.09	1.11	1.07	0.26794	0.74693
ENSMUSG00000031613	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD) 	2	220.51	0.17	0.16	1.11	1.13	0.26801	0.74699
ENSMUSG00000074141	Il4i1	interleukin 4 induced 1 	2	24.3	0.43	0.39	1.11	1.34	0.2688	0.74752
ENSMUSG00000074071	Fam169b	family with sequence similarity 169, member B 	2	28.49	-0.41	0.37	-1.11	0.75	0.26884	0.74752
ENSMUSG00000031629	Cenpu	centromere protein U 	2	53.47	-0.37	0.33	-1.11	0.78	0.26866	0.74752
ENSMUSG00000000365	Rnf17	ring finger protein 17 	2	52.81	-0.43	0.39	-1.11	0.74	0.2689	0.74752
ENSMUSG00000034063	4930590J08Rik	RIKEN cDNA 4930590J08 gene 	2	81.05	0.25	0.23	1.11	1.19	0.2686	0.74752
ENSMUSG00000039114	Nrn1	neuritin 1 	2	229.09	-0.49	0.44	-1.11	0.71	0.26855	0.74752
ENSMUSG00000006850	Tmco6	transmembrane and coiled-coil domains 6 	2	410.19	0.11	0.1	1.11	1.08	0.26883	0.74752
ENSMUSG00000063235	Ptpmt1	protein tyrosine phosphatase, mitochondrial 1 	2	834.98	0.09	0.08	1.11	1.06	0.2683	0.74752
ENSMUSG00000029463	Fam216a	family with sequence similarity 216, member A 	2	1605.63	0.06	0.05	1.11	1.04	0.26877	0.74752
ENSMUSG00000031068	Glrx3	glutaredoxin 3 	2	2360.24	0.11	0.1	1.11	1.08	0.26843	0.74752
ENSMUSG00000031540	Kat6a	K(lysine) acetyltransferase 6A 	2	3446.48	0.09	0.08	1.11	1.07	0.26892	0.74752
ENSMUSG00000054252	Fgfr3	fibroblast growth factor receptor 3 	2	3832.78	0.11	0.1	1.11	1.08	0.26872	0.74752
ENSMUSG00000033352	Map2k4	mitogen-activated protein kinase kinase 4 	2	5123.32	0.12	0.11	1.11	1.09	0.26847	0.74752
ENSMUSG00000041570	Camsap2	calmodulin regulated spectrin-associated protein family, member 2 	2	6604.99	0.07	0.06	1.11	1.05	0.26852	0.74752
ENSMUSG00000053310	Nrgn	neurogranin 	2	30091.69	0.16	0.14	1.11	1.11	0.26859	0.74752
ENSMUSG00000029228	Lnx1	ligand of numb-protein X 1 	2	316.94	0.21	0.19	1.1	1.15	0.26919	0.74774
ENSMUSG00000029600	Rita1	RBPJ interacting and tubulin associated 1 	2	469.43	0.16	0.14	1.1	1.12	0.26917	0.74774
ENSMUSG00000033767	Tmem131l	transmembrane 131 like 	2	1111.62	-0.15	0.14	-1.11	0.9	0.26916	0.74774
ENSMUSG00000038429	Usp5	ubiquitin specific peptidase 5 (isopeptidase T) 	2	7978.5	0.05	0.05	1.11	1.04	0.26908	0.74774
ENSMUSG00000025576	Rbfox3	RNA binding protein, fox-1 homolog (C. elegans) 3 	2	8961.95	0.11	0.1	1.1	1.08	0.26926	0.7478
ENSMUSG00000084408	Gm11870	predicted gene 11870 	2	44.66	-0.29	0.27	-1.1	0.82	0.2693	0.74781
ENSMUSG00000024947	Men1	multiple endocrine neoplasia 1 	2	2266.33	-0.11	0.1	-1.1	0.92	0.26955	0.74838
ENSMUSG00000019804	Snx3	sorting nexin 3 	2	5167.18	0.08	0.07	1.1	1.05	0.26961	0.7484
ENSMUSG00000057778	Cyb5d2	cytochrome b5 domain containing 2 	2	595.53	0.11	0.1	1.1	1.08	0.2697	0.7484
ENSMUSG00000060601	Nr1h2	nuclear receptor subfamily 1, group H, member 2 	2	1664.79	-0.13	0.12	-1.1	0.91	0.26969	0.7484
ENSMUSG00000038290	Smg6	Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans) 	2	1848.47	0.11	0.1	1.1	1.08	0.26975	0.74841
ENSMUSG00000007594	Hapln4	hyaluronan and proteoglycan link protein 4 	2	992.13	0.3	0.27	1.1	1.23	0.26997	0.74891
ENSMUSG00000062300	Nectin2	nectin cell adhesion molecule 2 	2	139.5	0.2	0.18	1.1	1.15	0.27006	0.74898
ENSMUSG00000015377	Dennd6b	DENN/MADD domain containing 6B 	2	3289.94	0.07	0.07	1.1	1.05	0.27009	0.74898
ENSMUSG00000049916	2610318N02Rik	RIKEN cDNA 2610318N02 gene 	2	32.98	0.43	0.39	1.1	1.35	0.27018	0.74907
ENSMUSG00000028555	Ttc39a	tetratricopeptide repeat domain 39A 	2	85.69	0.4	0.36	1.1	1.32	0.27021	0.74907
ENSMUSG00000030264	Thumpd3	THUMP domain containing 3 	2	1016.06	-0.08	0.07	-1.1	0.95	0.27027	0.74909
ENSMUSG00000118619	Gm53041	predicted gene, 53041 	2	31.45	0.35	0.32	1.1	1.28	0.27032	0.74911
ENSMUSG00000045994	B3gat1	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) 	2	6003.31	-0.08	0.07	-1.1	0.95	0.27041	0.74923
ENSMUSG00000102627	Snurf	SNRPN upstream reading frame 	2	228.43	0.17	0.15	1.1	1.12	0.27072	0.74971
ENSMUSG00000026739	Bmi1	Bmi1 polycomb ring finger oncogene 	2	1449.28	-0.13	0.12	-1.1	0.91	0.27071	0.74971
ENSMUSG00000046447	Camk2n1	calcium/calmodulin-dependent protein kinase II inhibitor 1 	2	53309.04	-0.1	0.1	-1.1	0.93	0.2707	0.74971
ENSMUSG00000028626	Col9a2	collagen, type IX, alpha 2 	2	231.86	0.15	0.14	1.1	1.11	0.27077	0.74972
ENSMUSG00000096887	Gm20594	predicted gene, 20594 	2	8020.71	0.1	0.09	1.1	1.08	0.27086	0.74984
ENSMUSG00000090053	Pakap	paralemmin A kinase anchor protein 	2	478.23	0.36	0.33	1.1	1.28	0.27102	0.75015
ENSMUSG00000057134	Ado	2-aminoethanethiol (cysteamine) dioxygenase 	2	2978.29	0.06	0.06	1.1	1.04	0.27111	0.75027
ENSMUSG00000023259	Slc26a6	solute carrier family 26, member 6 	2	387.89	-0.2	0.18	-1.1	0.87	0.2713	0.75069
ENSMUSG00000009772	Nuak2	NUAK family, SNF1-like kinase, 2 	2	44.46	0.33	0.3	1.1	1.26	0.27135	0.75069
ENSMUSG00000001018	Snapin	SNAP-associated protein 	2	1545	-0.09	0.09	-1.1	0.94	0.2714	0.75071
ENSMUSG00000024177	Nme4	NME/NM23 nucleoside diphosphate kinase 4 	2	64.56	-0.23	0.21	-1.1	0.85	0.2715	0.75086
ENSMUSG00000057132	Rpgrip1	retinitis pigmentosa GTPase regulator interacting protein 1 	2	38.89	0.76	0.69	1.1	1.69	0.27163	0.75092
ENSMUSG00000026301	Iqca	IQ motif containing with AAA domain 	2	83.12	-0.46	0.41	-1.1	0.73	0.27172	0.75092
ENSMUSG00000038893	Fam117a	family with sequence similarity 117, member A 	2	258.96	-0.22	0.2	-1.1	0.86	0.27167	0.75092
ENSMUSG00000024181	Mrpl28	mitochondrial ribosomal protein L28 	2	1043.45	0.06	0.06	1.1	1.05	0.27172	0.75092
ENSMUSG00000032840	Spring1	SREBF pathway regulator in golgi 1 	2	1503.4	-0.1	0.09	-1.1	0.93	0.27175	0.75092
ENSMUSG00000033326	Kdm4a	lysine (K)-specific demethylase 4A 	2	2754.27	-0.05	0.05	-1.1	0.96	0.27184	0.75105
ENSMUSG00000032216	Nedd4	neural precursor cell expressed, developmentally down-regulated 4 	2	23748.54	-0.05	0.05	-1.1	0.97	0.2719	0.75108
ENSMUSG00000020325	Fstl3	follistatin-like 3 	2	88.45	-0.3	0.27	-1.1	0.81	0.27212	0.75148
ENSMUSG00000032103	Pus3	pseudouridine synthase 3 	2	436.11	-0.1	0.09	-1.1	0.93	0.27223	0.75148
ENSMUSG00000058444	Map2k5	mitogen-activated protein kinase kinase 5 	2	941.59	0.07	0.07	1.1	1.05	0.27219	0.75148
ENSMUSG00000028779	Pef1	penta-EF hand domain containing 1 	2	2256.39	0.06	0.05	1.1	1.04	0.27214	0.75148
ENSMUSG00000034959	Rubcnl	RUN and cysteine rich domain containing beclin 1 interacting protein like 	2	46.78	-0.33	0.3	-1.1	0.8	0.27294	0.75151
ENSMUSG00000035351	Nup37	nucleoporin 37 	2	145.54	-0.22	0.2	-1.1	0.86	0.27232	0.75151
ENSMUSG00000045871	Slitrk6	SLIT and NTRK-like family, member 6 	2	173.64	0.19	0.18	1.1	1.14	0.2727	0.75151
ENSMUSG00000027890	Gstm4	glutathione S-transferase, mu 4 	2	216.18	0.19	0.18	1.1	1.14	0.27244	0.75151
ENSMUSG00000021852	Slc35f4	solute carrier family 35, member F4 	2	261.01	-0.19	0.17	-1.1	0.88	0.27249	0.75151
ENSMUSG00000031004	Mki67	antigen identified by monoclonal antibody Ki 67 	2	334.07	-0.26	0.24	-1.1	0.84	0.27263	0.75151
ENSMUSG00000046572	Zfp518b	zinc finger protein 518B 	2	581.32	0.2	0.19	1.1	1.15	0.27271	0.75151
ENSMUSG00000029617	Ccz1	CCZ1 vacuolar protein trafficking and biogenesis associated 	2	1130.85	-0.09	0.08	-1.1	0.94	0.27289	0.75151
ENSMUSG00000037993	Dhx38	DEAH (Asp-Glu-Ala-His) box polypeptide 38 	2	1521.17	0.07	0.06	1.1	1.05	0.27278	0.75151
ENSMUSG00000003344	Btbd2	BTB (POZ) domain containing 2 	2	2565.62	0.07	0.06	1.1	1.05	0.27283	0.75151
ENSMUSG00000005674	Tomm40l	translocase of outer mitochondrial membrane 40-like 	2	2648.27	0.09	0.08	1.1	1.06	0.27247	0.75151
ENSMUSG00000038128	Camk4	calcium/calmodulin-dependent protein kinase IV 	2	5152.79	-0.1	0.09	-1.1	0.93	0.27262	0.75151
ENSMUSG00000022892	App	amyloid beta (A4) precursor protein 	2	58971.71	-0.04	0.04	-1.1	0.97	0.27297	0.75151
ENSMUSG00000025348	Itga7	integrin alpha 7 	2	450.72	-0.11	0.1	-1.1	0.93	0.27309	0.75172
ENSMUSG00000038335	Tsr1	TSR1 20S rRNA accumulation 	2	1108.79	0.12	0.11	1.1	1.08	0.27319	0.75173
ENSMUSG00000020190	Mknk2	MAP kinase-interacting serine/threonine kinase 2 	2	1577.51	0.16	0.14	1.1	1.12	0.27318	0.75173
ENSMUSG00000114278	Gm49027	predicted gene, 49027 	2	177.11	0.21	0.19	1.1	1.16	0.27333	0.75186
ENSMUSG00000107588	Gm45021	predicted gene 45021 	2	28.61	-0.39	0.36	-1.09	0.76	0.27352	0.75226
ENSMUSG00000021241	Isca2	iron-sulfur cluster assembly 2 	2	1006.93	0.09	0.08	1.09	1.07	0.27364	0.75244
ENSMUSG00000027677	Ttc14	tetratricopeptide repeat domain 14 	2	6258.17	-0.06	0.05	-1.09	0.96	0.27368	0.75244
ENSMUSG00000095407	Tmem200c	transmembrane protein 200C 	2	107.11	0.31	0.29	1.09	1.24	0.27393	0.75253
ENSMUSG00000020865	Abcc3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3 	2	146.67	-0.34	0.31	-1.09	0.79	0.27377	0.75253
ENSMUSG00000091382	Vmn1r18	vomeronasal 1 receptor 18 	2	223.88	-0.18	0.16	-1.09	0.88	0.27389	0.75253
ENSMUSG00000020167	Tcf3	transcription factor 3 	2	1134.31	-0.1	0.09	-1.09	0.93	0.27388	0.75253
ENSMUSG00000019948	Actr6	ARP6 actin-related protein 6 	2	575.62	0.13	0.12	1.09	1.1	0.27426	0.75302
ENSMUSG00000029714	Gigyf1	GRB10 interacting GYF protein 1 	2	3681.74	-0.07	0.06	-1.09	0.95	0.27417	0.75302
ENSMUSG00000100515	Gm17916	predicted gene, 17916 	2	55.09	-0.34	0.31	-1.09	0.79	0.27434	0.75304
ENSMUSG00000015126	Tsr3	TSR3 20S rRNA accumulation 	2	577.3	-0.08	0.08	-1.09	0.94	0.27436	0.75304
ENSMUSG00000036281	Snapc4	small nuclear RNA activating complex, polypeptide 4 	2	2007.29	-0.07	0.07	-1.09	0.95	0.27449	0.75304
ENSMUSG00000029722	Agfg2	ArfGAP with FG repeats 2 	2	2336.01	-0.09	0.08	-1.09	0.94	0.27442	0.75304
ENSMUSG00000020671	Rab10	RAB10, member RAS oncogene family 	2	5301.39	0.05	0.04	1.09	1.03	0.27446	0.75304
ENSMUSG00000090439	Gm17455	predicted gene, 17455 	2	26.45	-0.66	0.6	-1.09	0.63	0.27512	0.75333
ENSMUSG00000053198	Prx	periaxin 	2	34.01	-0.4	0.36	-1.09	0.76	0.27489	0.75333
ENSMUSG00000045751	Mms22l	MMS22-like, DNA repair protein 	2	89.71	-0.39	0.36	-1.09	0.76	0.27501	0.75333
ENSMUSG00000022831	Hcls1	hematopoietic cell specific Lyn substrate 1 	2	224.09	0.13	0.12	1.09	1.09	0.275	0.75333
ENSMUSG00000035559	Mpv17l2	MPV17 mitochondrial membrane protein-like 2 	2	333.24	0.13	0.12	1.09	1.09	0.27512	0.75333
ENSMUSG00000067344	Rps25-ps1	ribosomal protein S25, pseudogene 1 	2	330.97	-0.35	0.32	-1.09	0.79	0.27519	0.75333
ENSMUSG00000029265	Dr1	down-regulator of transcription 1 	2	909.3	0.1	0.09	1.09	1.07	0.27475	0.75333
ENSMUSG00000057715	A830018L16Rik	RIKEN cDNA A830018L16 gene 	2	1960.85	0.16	0.14	1.09	1.12	0.275	0.75333
ENSMUSG00000061028	Clasrp	CLK4-associating serine/arginine rich protein 	2	3025.94	-0.07	0.06	-1.09	0.95	0.2752	0.75333
ENSMUSG00000001415	Smg5	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans) 	2	6559.49	-0.11	0.1	-1.09	0.93	0.27509	0.75333
ENSMUSG00000027184	Caprin1	cell cycle associated protein 1 	2	10662.94	0.07	0.06	1.09	1.05	0.27481	0.75333
ENSMUSG00000074591	Ankub1	ankrin repeat and ubiquitin domain containing 1 	2	227.63	-0.18	0.16	-1.09	0.88	0.27544	0.7535
ENSMUSG00000057561	Eif1a	eukaryotic translation initiation factor 1A 	2	1110	0.11	0.1	1.09	1.08	0.27543	0.7535
ENSMUSG00000024955	Esrra	estrogen related receptor, alpha 	2	2160.58	0.09	0.08	1.09	1.06	0.27544	0.7535
ENSMUSG00000005125	Ndrg1	N-myc downstream regulated gene 1 	2	5598.92	-0.16	0.15	-1.09	0.89	0.27554	0.75358
ENSMUSG00000018293	Pfn1	profilin 1 	2	2617.93	0.08	0.08	1.09	1.06	0.27566	0.7536
ENSMUSG00000031672	Got2	glutamatic-oxaloacetic transaminase 2, mitochondrial 	2	9201.06	0.05	0.04	1.09	1.03	0.27562	0.7536
ENSMUSG00000079553	Kifc1	kinesin family member C1 	2	77.55	-0.38	0.35	-1.09	0.77	0.27585	0.75362
ENSMUSG00000078201	Tmem203	transmembrane protein 203 	2	204.17	0.17	0.16	1.09	1.13	0.27589	0.75362
ENSMUSG00000045045	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4 	2	1328.41	0.08	0.07	1.09	1.06	0.2759	0.75362
ENSMUSG00000007440	Pcdha11	protocadherin alpha 11 	2	233.95	0.32	0.29	1.09	1.25	0.276	0.75363
ENSMUSG00000044345	Marveld1	MARVEL (membrane-associating) domain containing 1 	2	340.21	-0.11	0.1	-1.09	0.92	0.27599	0.75363
ENSMUSG00000047139	Cd24a	CD24a antigen 	2	533.53	-0.21	0.19	-1.09	0.86	0.27604	0.75363
ENSMUSG00000072082	Ccnf	cyclin F 	2	191.69	0.22	0.2	1.09	1.16	0.27617	0.75365
ENSMUSG00000049287	Iba57	IBA57 homolog, iron-sulfur cluster assembly 	2	353.59	0.1	0.09	1.09	1.07	0.27619	0.75365
ENSMUSG00000044224	Dnajc21	DnaJ heat shock protein family (Hsp40) member C21 	2	482.4	0.1	0.09	1.09	1.07	0.27647	0.7543
ENSMUSG00000006024	Napa	N-ethylmaleimide sensitive fusion protein attachment protein alpha 	2	7310.33	-0.05	0.05	-1.09	0.97	0.27652	0.7543
ENSMUSG00000066042	Med18	mediator complex subunit 18 	2	108.8	0.21	0.19	1.09	1.15	0.27665	0.75445
ENSMUSG00000028293	Slc35a1	solute carrier family 35 (CMP-sialic acid transporter), member 1 	2	824.17	-0.09	0.08	-1.09	0.94	0.27666	0.75445
